titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,long,lat,X,Y
"Parc Ahuntsic skatepark","https://montreal.ca/en/places/parc-ahuntsic-skatepark","The 1,800-square-meter street course is made of reinforced concrete. It was designed with parallel lines to prevent injuries when using the obstacles.Its surface is smooth and level, and the obstacles are perfectly positioned, allowing enough speed and time to get into position before attempting them.The site includes rest and social areas.Features3 levels of mini rampsA FramesBankBumps2 Corner PocketsFlat RailHipsFlat EdgesLong pyramid with rail and flat ledgeManual PadsSmall stairsParking BlockVolcanoEquipment Loan and RentalSkateboards, scooters, and protective gear for the head, elbows, knees, and wrists can be borrowed free of charge from the Hélène-Charbonneau Library, located across the street on Lajeunesse.Introductory ActivitiesIntroductory skateboarding and scootering activities are organized on Saturdays during the summer. These activities are free and do not require registration. They are open to children (6 years and older), teenagers, and adults.Depending on the weather or air quality, activities may be canceled or postponed without prior notice.","2021-06-17","2026-05-14","Ahuntsic-Cartierville","Sports and recreation","Skatepark","","","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Ahuntsic skatepark","10555 Rue Lajeunesse",,"H3L2E5","Montréal",-73.664410751305,45.554719924743,"291963.7","5046102.9"
"Piano public de l'aréna de Saint-Michel","https://montreal.ca/en/places/piano-public-de-larena-de-saint-michel","The piano is available to anyone and located on the 13th Avenue arena corridor. The public piano is available outdoors, on the arena forecourt (13th Avenue side), from late June to mid-September.Rules Please do not eat or drink near the piano.The piano is fragile, so please take care of it so that everyone can enjoy it.The piano is meant to be shared, so please be courteous and polite.The piano is reserved exclusively for informal playing. For further information or to report a broken instrument : 514 872-6131The Maison de la culture de Parc-Extension, as part of its Hors les murs program, would like to thank the Saint-Michel arena team for managing the opening of the public piano.","2024-10-30","2026-05-14","Villeray–Saint-Michel–Parc-Extension","Arts, culture and community","Public piano","","","","",,"Regular schedule à partir du 30 septembre: [lundi 10:00-20:00, mardi 10:00-20:00, mercredi 10:00-20:00, jeudi 10:00-20:00, vendredi 10:00-20:00, samedi 10:00-20:00, dimanche 10:00-20:00], Regular summer schedule à partir du 10 juin: [lundi 10:30-19:00, mardi 10:30-19:00, mercredi 10:30-19:00, jeudi 10:30-19:00, vendredi 10:30-19:00, samedi 10:30-19:00, dimanche 10:30-19:00]","This schedule may vary depending on the activities taking place at the arena. During the summer season, the piano is closed on rainy days.","","","numéro: 5148726131",,"Piano public de l'aréna de Saint-Michel","3440, rue Jarry Est",,"H1Z2E9","Montréal",-73.6075,45.565607,"296408.6","5047305.3"
"Parc de l'Honorable-George-O'Reilly dance floor","https://montreal.ca/en/places/parc-de-lhonorable-george-oreilly-dance-floor","The outdoor dance floor is open from the end of May until the end of August. During the summer, it offers a varied daily program ranging from salsa to social dancing, tango and Zumba.
","2021-06-08","2026-05-14","Verdun","Sports and recreation","Dance floor","","Picnic area,Bike stand,Washroom","Wheelchair accessible,Wheelchair accessible with assistance,Access way,Accessible parking,Accessible washrooms","",,"Regular schedule: [lundi 08:00-22:00, mardi 08:00-22:00, mercredi 08:00-22:00, jeudi 08:00-22:00, vendredi 08:00-22:00, samedi 08:00-22:00, dimanche 08:00-22:00]","","","Cash,MasterCard and Visa credit cards ($5,000 limit),Debit card","",,"Parc de l'Honorable-George-O'Reilly dance floor","7000 Boulevard LaSalle",,"H4H1R4","Montréal",-73.57970063976,45.440131874454,"298564.8","5033358.6"
"Parc Beauséjour water sports site","https://montreal.ca/en/places/parc-beausejour-water-sports-site","Located in Bordeaux-Cartierville, the western sector of Ahuntsic-Cartierville, the Parc Beauséjour water sports site offers direct access to the Des Prairies River and is located on the Gouin trail.
With a unique historical heritage, and known for its bicycle and waterway networks, its 15 km of shoreline, its 16 riverside parks and its 3 nature parks, Parcours Gouin is your nature getaway on the north shore of the island of Montréal!
Rent a kayak and take to the water in peaceful surroundings – you’ll quickly forget you’re in the big city!
Special schedule (holidays)

Monday, September 6, exceptionally, open from 10 a.m. to 7 p.m. 
Monday, October 11, exceptionally, open from 10 a.m. to 5 p.m. 

For more information:
To find out about rental terms and conditions and rates or to make a reservation, consult the Parcours Gouin water sports web page.
Cancellation of activities
Due to weather conditions or river water levels, scheduled activities may be cancelled without notice. Thanks for understanding.
","2021-09-09","2026-05-15","Ahuntsic-Cartierville","Sports and recreation","Watersport site","","","","",,"Regular summer schedule à partir du 20 juin: [mercredi 12:00-19:00, jeudi 12:00-19:00, vendredi 12:00-19:00, samedi 10:00-19:00, dimanche 10:00-19:00], Fermé - période de fermeture à partir du 18 aout, End-of-season schedule à partir du 18 aout: [samedi 10:00-17:00, dimanche 10:00-17:00], Fermé - période de fermeture à partir du 22 septembre","Le site est ouvert les 13 et 14 juin 2026 Le site est ouvert exceptionnellement le lundi 7 septembre 2026","","","numéro: 5147106829","pleinair@guepe.qc.ca","Parc Beauséjour water sports site","6891 Boulevard Gouin Ouest",,"H4K1B5","Montréal",-73.730221875614,45.526926809719,"286816.7","5043026.8"
"Sophie-Barat water sports site","https://montreal.ca/en/places/sophie-barat-water-sports-site","Located on the edge of the Ahuntsic and Sault-au-Récollet districts in the easternmost sector of Ahuntsic-Cartierville, the Sophie-Barat water sports site offers direct access to the Rivière des Prairies from along the Parcours Gouin trail.
With a unique historical heritage, and known for its bicycle and waterway networks, its 15 km of shoreline, its 16 riverside parks and its 3 nature parks, Parcours Gouin is your nature getaway on the north shore of the island of Montréal!
Rent a kayak and take to the water in peaceful surroundings – you’ll quickly forget you’re in the big city!
Special schedule (holidays)

Monday, September 6, exceptionally, open from 10 a.m. to 7 p.m. 
Monday, October 11, exceptionally, open from 10 a.m. to 5 p.m. 

For more information:
To find out about rental terms and conditions and rates or to make a reservation, consult the Parcours Gouin water sports web page.
Cancellation of activities
Due to weather conditions or river water levels, scheduled activities may be cancelled without notice. Thanks for understanding.
","2021-09-09","2026-05-15","Ahuntsic-Cartierville","Sports and recreation","Watersport site","","","","",,"Regular summer schedule à partir du 20 juin: [mercredi 12:00-19:00, jeudi 12:00-19:00, vendredi 12:00-19:00, samedi 10:00-19:00, dimanche 10:00-19:00], Fermé - période de fermeture à partir du 18 aout, End-of-season schedule à partir du 18 aout: [samedi 10:00-17:00, dimanche 10:00-17:00], Fermé - période de fermeture à partir du 22 septembre","Le site est ouvert les 13 et 14 juin 2026 Le site est ouvert exceptionnellement le 7 septembre 2026","","","numéro: 5147106829","pleinair@guepe.qc.ca","Sophie-Barat water sports site","Behind Sophie Barat school (access through the parking lot at 10851 Avenue Saint-Charles)",,"H2C3H7","Montréal",-73.668420884487,45.561320767721,"291652.2","5046837.1"
"Service counter - Municipal court main office","https://montreal.ca/en/places/service-counter-municipal-court-main-office","","2019-11-08","2026-05-15","","Points of service","Municipal court","","","","","Permanently closed","","","","","",,"Service counter - Municipal court main office","303, rue Notre-Dame Est",,"H2Y3Y8","Montréal",-73.553595,45.509884,"300612.3","5041108.5"
"Éco-quartier Ahuntsic-Cartierville - Point of service Cartierville","https://montreal.ca/en/places/eco-quartier-ahuntsic-cartierville-point-service-cartierville","Ville en vert is the organization that manages the Éco-quartier program in the borough of Ahuntsic-Cartierville.Contact your éco-quartier to find out what's planned for your neighbourhood, such as clean-up drives or distribution of flowering plants, or to pick up a recycling bin and much more.","2019-08-28","2026-05-15","Ahuntsic-Cartierville","Points of service","Éco-quartier","","Air conditioning,Drinking fountain,Nursing room,Bike stand,Washroom,Free Wi-Fi","Wheelchair accessible,Stroller-friendly,Elevator,Reserved parking spaces (permit),Automatic opening door","",,"Regular schedule: [mardi 11:00-18:30, mercredi 11:00-18:30, jeudi 11:00-18:30, vendredi 11:00-18:30, samedi 10:00-17:00]","","","Cash,MasterCard and Visa credit cards ($5,000 limit),Debit card","numéro: 5144476226 extension: 301",,"Éco-quartier Ahuntsic-Cartierville - Point of service Cartierville","5765 Boulevard Gouin Ouest",,"H4J2N7","Montréal",-73.715802,45.530181,"287944.0","5043385.3"
"Parc René-Goupil soccer field","https://montreal.ca/en/places/parc-rene-goupil-soccer-field","Synthetic outdoor soccer (free practice)Period from May 11 to September 7, 2026:Tuesday and Friday, 5 p.m. to 8 p.m.Wednesday, 7 p.m. to 10 p.m.Saturday, 12 p.m. to 3 p.m.Sunday, 9 a.m. to 12 p.m. and 5 p.m. to 8 p.m.Cancellations on June 24, 2026 and July 11, 2026","2021-03-21","2026-05-19","Villeray–Saint-Michel–Parc-Extension","Sports and recreation","Soccer field","Soccer","Picnic area,Drinking fountain,Washroom","","",,"","","","","",,"Parc René-Goupil soccer field","8670 25e Avenue",,"H1Z4B2","Montréal",-73.609253805123,45.577321854178,"296273.5","5048607.3"
"Parc du Sault-au-Récollet","https://montreal.ca/en/places/parc-du-sault-au-recollet","","2019-09-12","2026-05-19","Ahuntsic-Cartierville","Parks and gardens","Park","Skating","Drinking fountain,Children's playground,Toddler playground,Heated areas,Washroom","Wheelchair accessible,Wheelchair accessible with assistance,Stroller-friendly","","Temporarily closed","Regular schedule: [lundi 06:00-00:00, mardi 06:00-00:00, mercredi 06:00-00:00, jeudi 06:00-00:00, vendredi 06:00-00:00, samedi 06:00-00:00, dimanche 06:00-00:00]","","","","",,"Parc du Sault-au-Récollet","2001, rue Fleury Est",,"H2B2J2","Montréal",-73.65323755254612,45.57041299846762,"292839.4","5047845.2"
"Parc D'Auteuil ball, baseball field","https://montreal.ca/en/places/parc-dauteuil-ball-baseball-field","Check playing conditions before you go. To reserve a playing field, get rates, or learn more about rules for rentals, just send an e-mail to reservation-balle@asbm.ca.","2021-03-08","2026-05-19","Ahuntsic-Cartierville","Sports and recreation","Ball or baseball field","Baseball","","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc D'Auteuil ball, baseball field","350 Rue Sauvé Est",,"H3L1H4","Montréal",-73.656042259179,45.549010036775,"292615.8","5045467.0"
"Parc Gabriel-Lalemant ball, baseball field","https://montreal.ca/en/places/parc-gabriel-lalemant-ball-baseball-field","Check playing conditions before you go. BookingsTo reserve a playing field, get rates, or learn more about rules for rentals, just send an e-mail to reservation-balle@asbm.ca","2025-04-02","2026-05-19","Ahuntsic-Cartierville","Sports and recreation","Ball or baseball field","Baseball","","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Gabriel-Lalemant ball, baseball field","2244, rue Sauvé Est",,"H2B1B4","Montréal",-73.64332294112913,45.56975315701513,"293613.1","5047770.4"
"Parc Jean-Martucci ball, baseball field","https://montreal.ca/en/places/parc-jean-martucci-ball-baseball-field","Check playing conditions before you go. BookingsTo reserve a playing field, get rates, or learn more about rules for rentals, just send an e-mail to reservation-balle@asbm.ca","2025-04-02","2026-05-19","Ahuntsic-Cartierville","Sports and recreation","Ball or baseball field","Baseball","","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Jean-Martucci ball, baseball field","1207, rue Étienne-Blanchard",,"H2M2L5","Montréal",-73.636075895272,45.555771682938,"294176.1","5046215.6"
"Parc de Louisbourg ball, baseball field","https://montreal.ca/en/places/parc-de-louisbourg-ball-baseball-field","Check playing conditions before you go. To reserve a playing field, get rates, or learn more about rules for rentals, just send an e-mail to reservation-balle@asbm.ca","2021-03-08","2026-05-19","Ahuntsic-Cartierville","Sports and recreation","Ball or baseball field","Baseball","","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc de Louisbourg ball, baseball field","5455 Rue de Louisbourg",,"H4J1K8","Montréal",-73.708334606133,45.528885571311,"288526.9","5043239.8"
